n,key,year
9364,a,1874
6203,a,1875
5822,a,1876
8492,a,1877
8896,a,1878
8615,a,1879
5796,a,1880
6629,a,1881
5348,a,1882
5331,a,1883
8743,a,1884
9380,a,1885
9789,a,1886
10160,a,1887
9560,a,1888
6903,a,1889
6519,a,1890
6490,a,1891
11023,a,1892
11953,a,1893
12585,a,1894
10345,a,1895
8762,a,1896
8819,a,1897
13391,a,1898
14768,a,1899
15344,a,1900
15397,a,1901
14320,a,1902
9964,a,1903
9860,a,1904
14280,a,1905
14384,a,1906
15784,a,1907
15784,a,1908
11477,a,1909
6357,a,1910
7713,a,1911
14612,a,1912
15423,a,1913
16411,a,1914
16738,a,1915
14886,a,1916
9173,a,1917
10304,a,1918
14558,a,1919
15736,a,1920
16154,a,1921
16718,a,1922
16894,a,1923
11824,a,1924
11214,a,1925
15247,a,1926
16573,a,1927
16413,a,1928
17095,a,1929
16631,a,1930
12168,a,1931
11749,a,1932
15243,a,1933
16697,a,1934
16898,a,1935
17146,a,1936
16825,a,1937
10660,a,1938
10687,a,1939
10867,a,1940
14457,a,1941
15044,a,1942
12691,a,1943
14054,a,1944
9697,a,1945
7390,a,1946
13273,a,1947
9398,a,1948
9530,a,1949
14300,a,1950
14742,a,1951
11033,a,1952
9806,a,1953
13791,a,1954
14712,a,1955
14562,a,1956
14298,a,1957
8572,a,1958
8502,a,1959
7829,a,1960
10876,a,1961
11392,a,1962
13643,a,1963
12545,a,1964
12884,a,1965
7140,a,1966
7792,a,1967
11767,a,1968
12332,a,1969
12645,a,1970
10692,a,1971
12049,a,1972
8604,a,1973
5765,a,1974
11303,a,1975
11809,a,1976
8196,a,1977
9660,a,1978
6479,a,1979
8137,a,1980
7604,a,1981
11779,a,1982
9573,a,1983
12495,a,1984
12383,a,1985
11635,a,1986
8152,a,1987
3279,a,1988
10703,a,1989
11718,a,1990
8425,a,1991
11660,a,1992
7145,a,1993
6827,a,1994
4580,a,1995
5877,a,1996
10576,a,1997
10418,a,1998
7736,a,1999
10834,a,2000
7972,a,2001
6715,a,2002
9849,a,2003
8865,a,2004
10071,a,2005
5662,a,2006
5624,a,2007
5353,a,2008
4891,a,2009
6109,a,2010
4068,a,2011
2483,a,2012
5904,a,2013
6387,a,2014
5058,a,2015
4616,a,2016
5772,a,2017
5270,a,2018
3215,a,2019
5911,a,2020
6180,a,2021
5502,a,2022
5390,a,2023
4044,a,2024
8833,a,2025
10317,a,2026
10624,a,2027
10792,a,2028
7439,a,2029
6524,a,2030
9597,a,2031
10280,a,2032
10442,a,2033
11316,a,2034
11279,a,2035
5217,a,2036
5842,a,2037
7831,a,2038
6622,a,2039
8363,a,2040
10552,a,2041
7884,a,2042
4553,a,2043
6534,a,2044
8503,a,2045
10024,a,2046
11205,a,2047
11040,a,2048
11657,a,2049
8307,a,2050
6939,a,2051
11524,a,2052
12368,a,2053
12404,a,2054
11969,a,2055
12082,a,2056
7604,a,2057
7023,a,2058
11455,a,2059
11870,a,2060
12123,a,2061
12606,a,2062
12609,a,2063
8740,a,2064
8354,a,2065
11288,a,2066
12218,a,2067
12951,a,2068
13090,a,2069
12853,a,2070
9256,a,2071
8524,a,2072
12262,a,2073
12708,a,2074
13203,a,2075
13279,a,2076
12627,a,2077
7862,a,2078
6459,a,2079
9075,a,2080
11536,a,2081
13063,a,2082
12423,a,2083
11990,a,2084
8633,a,2085
8174,a,2086
11860,a,2087
12672,a,2088
11539,a,2089
9440,a,2090
7183,a,2091
2577,a,2092
982,a,2093
0,a,2094
0,a,2095
0,a,2096
0,a,2097
0,a,2098
0,a,2099
0,a,2100
0,a,2101
0,a,2102
0,a,2103
0,a,2104
0,a,2105
0,a,2106
0,a,2107
0,a,2108
0,a,2109
0,a,2110
0,a,2111
0,a,2112
0,a,2113
0,a,2114
0,a,2115
0,a,2116
0,a,2117
0,a,2118
0,a,2119
0,a,2120
0,a,2121
0,a,2122
0,a,2123
0,a,2124
0,a,2125
0,a,2126
0,a,2127
0,a,2128
0,a,2129
0,a,2130
581,a,2131
833,a,2132
1042,a,2133
537,a,2134
506,a,2135
1061,a,2136
1141,a,2137
1352,a,2138
1409,a,2139
706,a,2140
2266,a,2141
3686,a,2142
4224,a,2143
5139,a,2144
5444,a,2145
5759,a,2146
6830,a,2147
6954,a,2148
6345,a,2149
5678,a,2150
2644,a,2151
6486,a,2152
4478,a,2153
4421,a,2154
7595,a,2155
8773,a,2156
8990,a,2157
9750,a,2158
10022,a,2159
10356,a,2160
11811,a,2161
11963,a,2162
10565,a,2163
10224,a,2164
11610,a,2165
12405,a,2166
12699,a,2167
13850,a,2168
13746,a,2169
8795,a,2170
11920,a,2171
13238,a,2172
13408,a,2173
12014,a,2174
15166,a,2175
15092,a,2176
11292,a,2177
12814,a,2178
14115,a,2179
14641,a,2180
14528,a,2181
14206,a,2182
14243,a,2183
13732,a,2184
13891,a,2185
15282,a,2186
16148,a,2187
16651,a,2188
17338,a,2189
16357,a,2190
14315,a,2191
15198,a,2192
15999,a,2193
16139,a,2194
16591,a,2195
15759,a,2196
12643,a,2197
11572,a,2198
14618,a,2199
15732,a,2200
16721,a,2201
16701,a,2202
15479,a,2203
12032,a,2204
10570,a,2205
14015,a,2206
15419,a,2207
15898,a,2208
15704,a,2209
14561,a,2210
11104,a,2211
9898,a,2212
13975,a,2213
15335,a,2214
15404,a,2215
14392,a,2216
14001,a,2217
10538,a,2218
9563,a,2219
13174,a,2220
14426,a,2221
14825,a,2222
14895,a,2223
13348,a,2224
9885,a,2225
8880,a,2226
12196,a,2227
13768,a,2228
13886,a,2229
13503,a,2230
12512,a,2231
9219,a,2232
7858,a,2233
10660,a,2234
11338,a,2235
11329,a,2236
10973,a,2237
9687,a,2238
7480,a,2239
6863,a,2240
8538,a,2241
4834,a,2242
9537,a,2243
9882,a,2244
8915,a,2245
6922,a,2246
6907,a,2247
9062,a,2248
9661,a,2249
10177,a,2250
9882,a,2251
9366,a,2252
7738,a,2253
7521,a,2254
9903,a,2255
11237,a,2256
11813,a,2257
11788,a,2258
11493,a,2259
9302,a,2260
8702,a,2261
11933,a,2262
14697,a,2263
15516,a,2264
15942,a,2265
15615,a,2266
12766,a,2267
11779,a,2268
14821,a,2269
15818,a,2270
16779,a,2271
16969,a,2272
16441,a,2273
13619,a,2274
12470,a,2275
15383,a,2276
16175,a,2277
16873,a,2278
13839,a,2279
11359,a,2280
9308,a,2281
10561,a,2282
14086,a,2283
15359,a,2284
15803,a,2285
12587,a,2286
14433,a,2287
11901,a,2288
11189,a,2289
14042,a,2290
15632,a,2291
16056,a,2292
15928,a,2293
11300,a,2294
11539,a,2295
9712,a,2296
13310,a,2297
14896,a,2298
15917,a,2299
16251,a,2300
16335,a,2301
14150,a,2302
12048,a,2303
11185,a,2304
14545,a,2305
15293,a,2306
14789,a,2307
15133,a,2308
12906,a,2309
12029,a,2310
13754,a,2311
5282,a,2312
12179,a,2313
10844,a,2314
11628,a,2315
11451,a,2316
5976,a,2317
11391,a,2318
12527,a,2319
12878,a,2320
12994,a,2321
13835,a,2322
11706,a,2323
10356,a,2324
8949,a,2325
7939,a,2326
9057,a,2327
5094,a,2328
11479,a,2329
8758,a,2330
9338,a,2331
8034,a,2332
11950,a,2333
12584,a,2334
12659,a,2335
13634,a,2336
7149,a,2337
8534,a,2338
11572,a,2339
11125,a,2340
12370,a,2341
13149,a,2342
13655,a,2343
10995,a,2344
9469,a,2345
10777,a,2346
11620,a,2347
10948,a,2348
6307,a,2349
6015,a,2350
9909,a,2351
8781,a,2352
10618,a,2353
11762,a,2354
11652,a,2355
11067,a,2356
10489,a,2357
7982,a,2358
6923,a,2359
6254,a,2360
6986,a,2361
10167,a,2362
10702,a,2363
10942,a,2364
10483,a,2365
8743,a,2366
8849,a,2367
10919,a,2368
9815,a,2369
11431,a,2370
11562,a,2371
5556,a,2372
7838,a,2373
9447,a,2374
9900,a,2375
8750,a,2376
5117,a,2377
3485,a,2378
5665,a,2379
4830,a,2380
6211,a,2381
6884,a,2382
7204,a,2383
4900,a,2384
3241,a,2385
5214,a,2386
5304,a,2387
6909,a,2388
7283,a,2389
4255,a,2390
4004,a,2391
1944,a,2392
118,a,2393
294,a,2394
514,a,2395
528,a,2396
792,a,2397
1132,a,2398
1775,a,2399
2145,a,2400
2248,a,2401
3103,a,2402
3495,a,2403
2698,a,2404
3781,a,2405
5441,a,2406
3994,a,2407
4906,a,2408
6014,a,2409
7385,a,2410
8284,a,2411
7756,a,2412
8535,a,2413
6887,a,2414
5453,a,2415
8039,a,2416
8287,a,2417
8217,a,2418
8928,a,2419
9385,a,2420
5758,a,2421
6468,a,2422
6743,a,2423
4429,a,2424
9150,a,2425
8694,a,2426
10128,a,2427
9477,a,2428
8380,a,2429
9549,a,2430
10231,a,2431
10736,a,2432
11485,a,2433
12112,a,2434
10391,a,2435
4562,a,2436
9020,a,2437
10965,a,2438
11198,a,2439
11535,a,2440
12773,a,2441
11108,a,2442
8563,a,2443
9249,a,2444
11344,a,2445
11973,a,2446
12095,a,2447
12859,a,2448
10696,a,2449
7709,a,2450
8132,a,2451
11760,a,2452
12082,a,2453
13002,a,2454
13581,a,2455
10987,a,2456
9257,a,2457
11287,a,2458
12244,a,2459
12579,a,2460
12460,a,2461
8178,a,2462
9056,a,2463
8539,a,2464
11258,a,2465
12745,a,2466
13142,a,2467
13176,a,2468
12757,a,2469
10036,a,2470
9168,a,2471
10567,a,2472
11385,a,2473
12233,a,2474
9620,a,2475
5555,a,2476
8770,a,2477
9800,a,2478
11809,a,2479
13850,a,2480
13674,a,2481
13506,a,2482
9929,a,2483
9940,a,2484
6926,a,2485
11894,a,2486
10450,a,2487
13330,a,2488
12640,a,2489
14259,a,2490
11372,a,2491
9557,a,2492
11607,a,2493
12502,a,2494
13291,a,2495
9331,a,2496
13776,a,2497
9094,a,2498
2658,a,2499
10335,a,2500
10882,a,2501
12052,a,2502
12345,a,2503
13414,a,2504
