DIA,Usos_bicis_abono_anual_,Usos_bicis_abono_ocasional_,Usos_bicis_total
17/12/20,11421,10,11431
18/12/20,11558,4,11562
19/12/20,5544,12,5556
20/12/20,7805,33,7838
21/12/20,9423,24,9447
22/12/20,9878,22,9900
23/12/20,8738,12,8750
24/12/20,5097,20,5117
25/12/20,3463,22,3485
26/12/20,5628,37,5665
27/12/20,4802,28,4830
28/12/20,6174,37,6211
29/12/20,6869,15,6884
30/12/20,7198,6,7204
31/12/20,4894,6,4900
1/1/21,3213,28,3241
2/1/21,5180,34,5214
3/1/21,5256,48,5304
4/1/21,6903,6,6909
5/1/21,7267,16,7283
6/1/21,4216,39,4255
7/1/21,4001,3,4004
8/1/21,1942,2,1944
9/1/21,118,0,118
10/1/21,294,0,294
11/1/21,514,0,514
12/1/21,528,0,528
13/1/21,788,4,792
14/1/21,1129,3,1132
15/1/21,1775,0,1775
16/1/21,2140,5,2145
17/1/21,2238,10,2248
18/1/21,3101,2,3103
19/1/21,3494,1,3495
20/1/21,2696,2,2698
21/1/21,3775,6,3781
22/1/21,5436,5,5441
23/1/21,3987,7,3994
24/1/21,4898,8,4906
25/1/21,6012,2,6014
26/1/21,7378,7,7385
27/1/21,8274,10,8284
28/1/21,7749,7,7756
29/1/21,8519,16,8535
30/1/21,6863,24,6887
31/1/21,5431,22,5453
1/2/21,8030,9,8039
2/2/21,8285,2,8287
3/2/21,8214,3,8217
4/2/21,8920,8,8928
5/2/21,9368,17,9385
6/2/21,5741,17,5758
7/2/21,6432,36,6468
8/2/21,6736,7,6743
9/2/21,4424,5,4429
10/2/21,9141,9,9150
11/2/21,8683,11,8694
12/2/21,10107,21,10128
13/2/21,9414,63,9477
14/2/21,8326,54,8380
15/2/21,9527,22,9549
16/2/21,10200,31,10231
17/2/21,10726,10,10736
18/2/21,11460,25,11485
19/2/21,12080,32,12112
20/2/21,10296,95,10391
21/2/21,4544,18,4562
22/2/21,8994,26,9020
23/2/21,10934,31,10965
24/2/21,11189,9,11198
25/2/21,11516,19,11535
26/2/21,12734,39,12773
27/2/21,11009,99,11108
28/2/21,8494,69,8563
1/3/21,9234,15,9249
2/3/21,11298,46,11344
3/3/21,11926,47,11973
4/3/21,12057,38,12095
5/3/21,12844,15,12859
6/3/21,10604,92,10696
7/3/21,7657,52,7709
8/3/21,8122,10,8132
9/3/21,11733,27,11760
10/3/21,12034,48,12082
11/3/21,12972,30,13002
12/3/21,13534,47,13581
13/3/21,10868,119,10987
14/3/21,9098,159,9257
15/3/21,11262,25,11287
16/3/21,12175,69,12244
17/3/21,12519,60,12579
18/3/21,12430,30,12460
19/3/21,8139,39,8178
20/3/21,8985,71,9056
21/3/21,8457,82,8539
22/3/21,11208,50,11258
23/3/21,12706,39,12745
24/3/21,13126,16,13142
25/3/21,13141,35,13176
26/3/21,12701,56,12757
27/3/21,9902,134,10036
28/3/21,9045,123,9168
29/3/21,10479,88,10567
30/3/21,11303,82,11385
31/3/21,12106,127,12233
1/4/21,9516,104,9620
2/4/21,5505,50,5555
3/4/21,8637,133,8770
4/4/21,9612,188,9800
5/4/21,11681,128,11809
6/4/21,13782,68,13850
7/4/21,13637,37,13674
8/4/21,13441,65,13506
9/4/21,9913,16,9929
10/4/21,9852,88,9940
11/4/21,6872,54,6926
12/4/21,11872,22,11894
13/4/21,10435,15,10450
14/4/21,13300,30,13330
15/4/21,12608,32,12640
16/4/21,14194,65,14259
17/4/21,11235,137,11372
18/4/21,9450,107,9557
19/4/21,11579,28,11607
20/4/21,12466,36,12502
21/4/21,13250,41,13291
22/4/21,9284,47,9331
23/4/21,13713,63,13776
24/4/21,9026,68,9094
25/4/21,2648,10,2658
26/4/21,10301,34,10335
27/4/21,10860,22,10882
28/4/21,12028,24,12052
29/4/21,12327,18,12345
30/4/21,13377,37,13414
