DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,,,,,,,,
17/02/2019,7.433,260,7.693,,13.688.846,285.896,13.974.742,,,,,,,,,,,,
18/02/2019,10.275,98,10.373,,13.699.121,285.994,13.985.115,,,,,,,,,,,,
19/02/2019,11.389,94,11.483,,13.710.510,286.088,13.996.598,,,,,,,,,,,,
20/02/2019,11.375,125,11.500,,13.721.885,286.213,14.008.098,,,,,,,,,,,,
21/02/2019,11.759,113,11.872,,13.733.644,286.326,14.019.970,,,,,,,,,,,,
22/02/2019,11.708,131,11.839,,13.745.352,286.457,14.031.809,,,,,,,,,,,,
23/02/2019,8.183,305,8.488,,13.753.535,286.762,14.040.297,,,,,,,,,,,,
24/02/2019,7.677,306,7.983,,13.761.212,287.068,14.048.280,,,,,,,,,,,,
25/02/2019,10.859,133,10.992,,13.772.071,287.201,14.059.272,,,,,,,,,,,,
26/02/2019,12.013,93,12.106,,13.784.084,287.294,14.071.378,,,,,,,,,,,,
27/02/2019,12.144,92,12.236,,13.796.228,287.386,14.083.614,,,,,,,,,,,,
28/02/2019,12.247,174,12.421,,13.808.475,287.560,14.096.035,,284.668,,,,,,,,,,
01/03/2019,11.960,160,12.120,,13.820.435,287.720,14.108.155,,,,,,,,,,,,
02/03/2019,8.729,343,9.072,,13.829.164,288.063,14.117.227,,,,,,,,,,,,
03/03/2019,7.441,382,7.823,,13.836.605,288.445,14.125.050,,,,,,,,,,,,
04/03/2019,10.185,168,10.353,,13.846.790,288.613,14.135.403,,,,,,,,,,,,
05/03/2019,11.558,140,11.698,,13.858.348,288.753,14.147.101,,,,,,,,,,,,
06/03/2019,8.264,33,8.297,,13.866.612,288.786,14.155.398,,,,,,,,,,,,
07/03/2019,11.273,41,11.314,,13.877.885,288.827,14.166.712,,,,,,,,,,,,
08/03/2019,12.050,93,12.143,,13.889.935,288.920,14.178.855,,,,,,,,,,,,
09/03/2019,8.538,272,8.810,,13.898.473,289.192,14.187.665,,,,,,,,,,,,
10/03/2019,8.361,331,8.692,,13.906.834,289.523,14.196.357,,,,,,,,,,,,
11/03/2019,11.603,139,11.742,,13.918.437,289.662,14.208.099,,,,,,,,,,,,
12/03/2019,12.468,82,12.550,,13.930.905,289.744,14.220.649,,,,,,,,,,,,
13/03/2019,12.115,68,12.183,,13.943.020,289.812,14.232.832,,,,,,,,,,,,
14/03/2019,12.469,36,12.505,,13.955.489,289.848,14.245.337,,,,,,,,,,,,
15/03/2019,12.642,127,12.769,,13.968.131,289.975,14.258.106,,,,,,,,,,,,
16/03/2019,9.305,303,9.608,,13.977.436,290.278,14.267.714,,,,,,,,,,,,
17/03/2019,8.264,317,8.581,,13.985.700,290.595,14.276.295,,,,,,,,,,,,
18/03/2019,10.701,91,10.792,,13.996.401,290.686,14.287.087,,,,,,,,,,,,
19/03/2019,11.491,64,11.555,,14.007.892,290.750,14.298.642,,,,,,,,,,,,
20/03/2019,12.079,43,12.122,,14.019.971,290.793,14.310.764,,,,,,,,,,,,
21/03/2019,12.284,102,12.386,,14.032.255,290.895,14.323.150,,,,,,,,,,,,
22/03/2019,12.361,124,12.485,,14.044.616,291.019,14.335.635,,,,,,,,,,,,
23/03/2019,8.807,348,9.155,,14.053.423,291.367,14.344.790,,,,,,,,,,,,
24/03/2019,8.421,289,8.710,,14.061.844,291.656,14.353.500,,,,,,,,,,,,
25/03/2019,11.643,101,11.744,,14.073.487,291.757,14.365.244,,,,,,,,,,,,
26/03/2019,12.383,62,12.445,,14.085.870,291.819,14.377.689,,,,,,,,,,,,
27/03/2019,12.579,48,12.627,,14.098.449,291.867,14.390.316,,,,,,,,,,,,
28/03/2019,12.736,66,12.802,,14.111.185,291.933,14.403.118,,,,,,,,,,,,
29/03/2019,12.202,136,12.338,,14.123.387,292.069,14.415.456,,,,,,,,,,,,
30/03/2019,8.832,303,9.135,,14.132.219,292.372,14.424.591,,,,,,,,,,,,
31/03/2019,6.038,109,6.147,,14.138.257,292.481,14.430.738,,334.703,,,,,,,,,,
01/04/2019,10.889,77,10.966,,14.149.146,292.558,14.441.704,,,,,,,,,,,,
02/04/2019,11.884,78,11.962,,14.161.030,292.636,14.453.666,,,,,,,,,,,,
03/04/2019,12.067,73,12.140,,14.173.097,292.709,14.465.806,,,,,,,,,,,,
04/04/2019,12.149,64,12.213,,14.185.246,292.773,14.478.019,,,,,,,,,,,,
05/04/2019,7.394,45,7.439,,14.192.640,292.818,14.485.458,,,,,,,,,,,,
06/04/2019,6.157,81,6.238,,14.198.797,292.899,14.491.696,,,,,,,,,,,,
07/04/2019,5.658,133,5.791,,14.204.455,293.032,14.497.487,,,,,,,,,,,,
08/04/2019,8.671,67,8.738,,14.213.126,293.099,14.506.225,,,,,,,,,,,,
09/04/2019,9.828,42,9.870,,14.222.954,293.141,14.516.095,,,,,,,,,,,,
10/04/2019,11.477,60,11.537,,14.234.431,293.201,14.527.632,,,,,,,,,,,,
11/04/2019,11.988,39,12.027,,14.246.419,293.240,14.539.659,,,,,,,,,,,,
12/04/2019,11.997,90,12.087,,14.258.416,293.330,14.551.746,,,,,,,,,,,,
13/04/2019,8.517,253,8.770,,14.266.933,293.583,14.560.516,,,,,,,,,,,,
14/04/2019,7.717,334,8.051,,14.274.650,293.917,14.568.567,,,,,,,,,,,,
15/04/2019,9.422,215,9.637,,14.284.072,294.132,14.578.204,,,,,,,,,,,,
16/04/2019,9.803,205,10.008,,14.293.875,294.337,14.588.212,,,,,,,,,,,,
17/04/2019,8.110,197,8.307,,14.301.985,294.534,14.596.519,,,,,,,,,,,,
18/04/2019,1.881,20,1.901,,14.303.866,294.554,14.598.420,,,,,,,,,,,,
19/04/2019,2.125,47,2.172,,14.305.991,294.601,14.600.592,,,,,,,,,,,,
20/04/2019,4.300,266,4.566,,14.310.291,294.867,14.605.158,,,,,,,,,,,,
21/04/2019,4.679,151,4.830,,14.314.970,295.018,14.609.988,,,,,,,,,,,,
22/04/2019,9.985,127,10.112,,14.324.955,295.145,14.620.100,,,,,,,,,,,,
23/04/2019,8.378,41,8.419,,14.333.333,295.186,14.628.519,,,,,,,,,,,,
24/04/2019,3.130,4,3.134,,14.336.463,295.190,14.631.653,,,,,,,,,,,,
25/04/2019,10.511,58,10.569,,14.346.974,295.248,14.642.222,,,,,,,,,,,,
26/04/2019,12.236,140,12.376,,14.359.210,295.388,14.654.598,,,,,,,,,,,,
27/04/2019,10.038,357,10.395,,14.369.248,295.745,14.664.993,,,,,,,,,,,,
28/04/2019,9.501,478,9.979,,14.378.749,296.223,14.674.972,,,,,,,,,,,,
29/04/2019,12.410,176,12.586,,14.391.159,296.399,14.687.558,,,,,,,,,,,,
30/04/2019,12.961,160,13.121,,14.404.120,296.559,14.700.679,,269.941,,,,,,,,,,
01/05/2019,7.816,266,8.082,,14.411.936,296.825,14.708.761,,,,,,,,,,,,
02/05/2019,7.566,366,7.932,,14.419.502,297.191,14.716.693,,,,,,,,,,,,
03/05/2019,8.918,303,9.221,,14.428.420,297.494,14.725.914,,,,,,,,,,,,
04/05/2019,7.592,484,8.076,,14.436.012,297.978,14.733.990,,,,,,,,,,,,
05/05/2019,7.589,420,8.009,,14.443.601,298.398,14.741.999,,,,,,,,,,,,
06/05/2019,12.144,191,12.335,,14.455.745,298.589,14.754.334,,,,,,,,,,,,
07/05/2019,13.414,112,13.526,,14.469.159,298.701,14.767.860,,,,,,,,,,,,
08/05/2019,12.463,100,12.563,,14.481.622,298.801,14.780.423,,,,,,,,,,,,
09/05/2019,13.559,132,13.691,,14.495.181,298.933,14.794.114,,,,,,,,,,,,
10/05/2019,13.633,207,13.840,,14.508.814,299.140,14.807.954,,,,,,,,,,,,
11/05/2019,10.727,379,11.106,,14.519.541,299.519,14.819.060,,,,,,,,,,,,
12/05/2019,9.785,376,10.161,,14.529.326,299.895,14.829.221,,,,,,,,,,,,
13/05/2019,13.329,151,13.480,,14.542.655,300.046,14.842.701,,,,,,,,,,,,
14/05/2019,14.817,97,14.914,,14.557.472,300.143,14.857.615,,,,,,,,,,,,
15/05/2019,11.475,238,11.713,,14.568.947,300.381,14.869.328,,,,,,,,,,,,
16/05/2019,13.822,135,13.957,,14.582.769,300.516,14.883.285,,,,,,,,,,,,
17/05/2019,12.104,103,12.207,,14.594.873,300.619,14.895.492,,,,,,,,,,,,
18/05/2019,9.054,265,9.319,,14.603.927,300.884,14.904.811,,,,,,,,,,,,
19/05/2019,8.984,240,9.224,,14.612.911,301.124,14.914.035,,,,,,,,,,,,
20/05/2019,12.648,133,12.781,,14.625.559,301.257,14.926.816,,,,,,,,,,,,
21/05/2019,13.876,104,13.980,,14.639.435,301.361,14.940.796,,,,,,,,,,,,
22/05/2019,14.444,128,14.572,,14.653.879,301.489,14.955.368,,,,,,,,,,,,
23/05/2019,14.623,134,14.757,,14.668.502,301.623,14.970.125,,,,,,,,,,,,
24/05/2019,14.628,189,14.817,,14.683.130,301.812,14.984.942,,,,,,,,,,,,
25/05/2019,10.151,391,10.542,,14.693.281,302.203,14.995.484,,,,,,,,,,,,
26/05/2019,9.984,319,10.303,,14.703.265,302.522,15.005.787,,,,,,,,,,,,
27/05/2019,13.497,156,13.653,,14.716.762,302.678,15.019.440,,,,,,,,,,,,
28/05/2019,14.175,100,14.275,,14.730.937,302.778,15.033.715,,,,,,,,,,,,
29/05/2019,14.349,114,14.463,,14.745.286,302.892,15.048.178,,,,,,,,,,,,
30/05/2019,14.866,142,15.008,,14.760.152,303.034,15.063.186,,,,,,,,,,,,
31/05/2019,14.237,244,14.481,,14.774.389,303.278,15.077.667,,376.988,,,,,,,,,,
01/06/2019,10.287,304,10.591,,14.784.676,303.582,15.088.258,,,,,,,,,,,,
02/06/2019,9.707,311,10.018,,14.794.383,303.893,15.098.276,,,,,,,,,,,,
03/06/2019,13.647,125,13.772,,14.808.030,304.018,15.112.048,,,,,,,,,,,,
04/06/2019,14.813,119,14.932,,14.822.843,304.137,15.126.980,,,,,,,,,,,,
05/06/2019,14.230,102,14.332,,14.837.073,304.239,15.141.312,,,,,,,,,,,,
06/06/2019,14.659,122,14.781,,14.851.732,304.361,15.156.093,,,,,,,,,,,,
07/06/2019,13.697,126,13.823,,14.865.429,304.487,15.169.916,,,,,,,,,,,,
08/06/2019,9.794,359,10.153,,14.875.223,304.846,15.180.069,,,,,,,,,,,,
09/06/2019,9.286,271,9.557,,14.884.509,305.117,15.189.626,,,,,,,,,,,,
10/06/2019,13.345,162,13.507,,14.897.854,305.279,15.203.133,,,,,,,,,,,,
11/06/2019,13.696,104,13.800,,14.911.550,305.383,15.216.933,,,,,,,,,,,,
12/06/2019,14.305,203,14.508,,14.925.855,305.586,15.231.441,,,,,,,,,,,,
13/06/2019,14.681,157,14.838,,14.940.536,305.743,15.246.279,,,,,,,,,,,,
14/06/2019,14.178,132,14.310,,14.954.714,305.875,15.260.589,,,,,,,,,,,,
15/06/2019,9.586,260,9.846,,14.964.300,306.135,15.270.435,,,,,,,,,,,,
16/06/2019,8.859,277,9.136,,14.973.159,306.412,15.279.571,,,,,,,,,,,,
17/06/2019,13.437,124,13.561,,14.986.596,306.536,15.293.132,,,,,,,,,,,,
18/06/2019,14.704,140,14.844,,15.001.300,306.676,15.307.976,,,,,,,,,,,,
19/06/2019,14.795,133,14.928,,15.016.095,306.809,15.322.904,,,,,,,,,,,,
20/06/2019,15.206,84,15.290,,15.031.301,306.893,15.338.194,,,,,,,,,,,,
21/06/2019,14.380,122,14.502,,15.045.681,307.015,15.352.696,,,,,,,,,,,,
22/06/2019,9.596,220,9.816,,15.055.277,307.235,15.362.512,,,,,,,,,,,,
23/06/2019,9.154,270,9.424,,15.064.431,307.505,15.371.936,,,,,,,,,,,,
24/06/2019,13.496,135,13.631,,15.077.927,307.640,15.385.567,,,,,,,,,,,,
25/06/2019,14.698,162,14.860,,15.092.625,307.802,15.400.427,,,,,,,,,,,,
26/06/2019,14.895,124,15.019,,15.107.520,307.926,15.415.446,,,,,,,,,,,,
27/06/2019,14.801,99,14.900,,15.122.321,308.025,15.430.346,,,,,,,,,,,,
28/06/2019,13.711,120,13.831,,15.136.032,308.145,15.444.177,,,,,,,,,,,,
29/06/2019,9.293,183,9.476,,15.145.325,308.328,15.453.653,,,,,,,,,,,,
30/06/2019,8.453,179,8.632,,15.153.778,308.507,15.462.285,,384.618,,,,,,,,,,
01/07/2019,13.339,102,13.441,,15.167.117,308.609,15.475.726,,,,,,,,,,,,
02/07/2019,14.110,120,14.230,,15.181.227,308.729,15.489.956,,,,,,,,,,,,
03/07/2019,14.288,99,14.387,,15.195.515,308.828,15.504.343,,,,,,,,,,,,
04/07/2019,14.481,149,14.630,,15.209.996,308.977,15.518.973,,,,,,,,,,,,
05/07/2019,13.325,113,13.438,,15.223.321,309.090,15.532.411,,,,,,,,,,,,
06/07/2019,8.568,145,8.713,,15.231.889,309.235,15.541.124,,,,,,,,,,,,
07/07/2019,7.882,159,8.041,,15.239.771,309.394,15.549.165,,,,,,,,,,,,
08/07/2019,12.644,139,12.783,,15.252.415,309.533,15.561.948,,,,,,,,,,,,
09/07/2019,13.842,156,13.998,,15.266.257,309.689,15.575.946,,,,,,,,,,,,
10/07/2019,14.007,135,14.142,,15.280.264,309.824,15.590.088,,,,,,,,,,,,
11/07/2019,13.793,105,13.898,,15.294.057,309.929,15.603.986,,,,,,,,,,,,
12/07/2019,12.532,106,12.638,,15.306.589,310.035,15.616.624,,,,,,,,,,,,
13/07/2019,8.058,192,8.250,,15.314.647,310.227,15.624.874,,,,,,,,,,,,
14/07/2019,7.638,181,7.819,,15.322.285,310.408,15.632.693,,,,,,,,,,,,
15/07/2019,12.117,68,12.185,,15.334.402,310.476,15.644.878,,,,,,,,,,,,
16/07/2019,13.346,99,13.445,,15.347.748,310.575,15.658.323,,,,,,,,,,,,
17/07/2019,13.831,135,13.966,,15.361.579,310.710,15.672.289,,,,,,,,,,,,
18/07/2019,13.917,114,14.031,,15.375.496,310.824,15.686.320,,,,,,,,,,,,
19/07/2019,12.398,111,12.509,,15.387.894,310.935,15.698.829,,,,,,,,,,,,
20/07/2019,7.642,204,7.846,,15.395.536,311.139,15.706.675,,,,,,,,,,,,
21/07/2019,7.049,144,7.193,,15.402.585,311.283,15.713.868,,,,,,,,,,,,
22/07/2019,12.110,137,12.247,,15.414.695,311.420,15.726.115,,,,,,,,,,,,
23/07/2019,12.242,71,12.313,,15.426.937,311.491,15.738.428,,,,,,,,,,,,
24/07/2019,13.379,95,13.474,,15.440.316,311.586,15.751.902,,,,,,,,,,,,
25/07/2019,13.265,114,13.379,,15.453.581,311.700,15.765.281,,,,,,,,,,,,
26/07/2019,12.163,115,12.278,,15.465.744,311.815,15.777.559,,,,,,,,,,,,
27/07/2019,7.782,204,7.986,,15.473.526,312.019,15.785.545,,,,,,,,,,,,
28/07/2019,7.213,195,7.408,,15.480.739,312.214,15.792.953,,,,,,,,,,,,
29/07/2019,11.815,79,11.894,,15.492.554,312.293,15.804.847,,,,,,,,,,,,
30/07/2019,12.653,111,12.764,,15.505.207,312.404,15.817.611,,,,,,,,,,,,
31/07/2019,12.465,75,12.540,,15.517.672,312.479,15.830.151,,367.866,,,,,,,,,,
01/08/2019,12.183,123,12.306,,15.529.855,312.602,15.842.457,,,,,,,,,,,,
02/08/2019,10.746,113,10.859,,15.540.601,312.715,15.853.316,,,,,,,,,,,,
03/08/2019,6.807,183,6.990,,15.547.408,312.898,15.860.306,,,,,,,,,,,,
04/08/2019,6.350,261,6.611,,15.553.758,313.159,15.866.917,,,,,,,,,,,,
05/08/2019,9.548,187,9.735,,15.563.306,313.346,15.876.652,,,,,,,,,,,,
06/08/2019,10.501,158,10.659,,15.573.807,313.504,15.887.311,,,,,,,,,,,,
07/08/2019,10.755,195,10.950,,15.584.562,313.699,15.898.261,,,,,,,,,,,,
08/08/2019,10.448,90,10.538,,15.595.010,313.789,15.908.799,,,,,,,,,,,,
09/08/2019,9.229,135,9.364,,15.604.239,313.924,15.918.163,,,,,,,,,,,,
10/08/2019,6.066,137,6.203,,15.610.305,314.061,15.924.366,,,,,,,,,,,,
11/08/2019,5.636,186,5.822,,15.615.941,314.247,15.930.188,,,,,,,,,,,,
12/08/2019,8.413,79,8.492,,15.624.354,314.326,15.938.680,,,,,,,,,,,,
13/08/2019,8.812,84,8.896,,15.633.166,314.410,15.947.576,,,,,,,,,,,,
14/08/2019,8.543,72,8.615,,15.641.709,314.482,15.956.191,,,,,,,,,,,,
15/08/2019,5.653,143,5.796,,15.647.362,314.625,15.961.987,,,,,,,,,,,,
16/08/2019,6.499,130,6.629,,15.653.861,314.755,15.968.616,,,,,,,,,,,,
17/08/2019,5.249,99,5.348,,15.659.110,314.854,15.973.964,,,,,,,,,,,,
18/08/2019,5.223,108,5.331,,15.664.333,314.962,15.979.295,,,,,,,,,,,,
19/08/2019,8.660,83,8.743,,15.672.993,315.045,15.988.038,,,,,,,,,,,,
20/08/2019,9.296,84,9.380,,15.682.289,315.129,15.997.418,,,,,,,,,,,,
21/08/2019,9.656,133,9.789,,15.691.945,315.262,16.007.207,,,,,,,,,,,,
22/08/2019,10.009,151,10.160,,15.701.954,315.413,16.017.367,,,,,,,,,,,,
23/08/2019,9.386,174,9.560,,15.711.340,315.587,16.026.927,,,,,,,,,,,,
24/08/2019,6.694,209,6.903,,15.718.034,315.796,16.033.830,,,,,,,,,,,,
25/08/2019,6.327,192,6.519,,15.724.361,315.988,16.040.349,,,,,,,,,,,,
26/08/2019,6.417,73,6.490,,15.730.778,316.061,16.046.839,,,,,,,,,,,,
27/08/2019,10.903,120,11.023,,15.741.681,316.181,16.057.862,,,,,,,,,,,,
28/08/2019,11.862,91,11.953,,15.753.543,316.272,16.069.815,,,,,,,,,,,,
29/08/2019,12.462,123,12.585,,15.766.005,316.395,16.082.400,,,,,,,,,,,,
30/08/2019,10.261,84,10.345,,15.776.266,316.479,16.092.745,,,,,,,,,,,,
31/08/2019,8.529,233,8.762,,15.784.795,316.712,16.101.507,,271.356,,,,,,,,,,
01/09/2019,8.646,173,8.819,,15.793.441,316.885,16.110.326,,,,,,,,,,,,
02/09/2019,13.305,86,13.391,,15.806.746,316.971,16.123.717,,,,,,,,,,,,
03/09/2019,14.696,72,14.768,,15.821.442,317.043,16.138.485,,,,,,,,,,,,
04/09/2019,15.229,115,15.344,,15.836.671,317.158,16.153.829,,,,,,,,,,,,
05/09/2019,15.238,159,15.397,,15.851.909,317.317,16.169.226,,,,,,,,,,,,
06/09/2019,14.176,144,14.320,,15.866.085,317.461,16.183.546,,,,,,,,,,,,
07/09/2019,9.778,186,9.964,,15.875.863,317.647,16.193.510,,,,,,,,,,,,
08/09/2019,9.631,229,9.860,,15.885.494,317.876,16.203.370,,,,,,,,,,,,
09/09/2019,14.218,62,14.280,,15.899.712,317.938,16.217.650,,,,,,,,,,,,
10/09/2019,14.329,55,14.384,,15.914.041,317.993,16.232.034,,,,,,,,,,,,
11/09/2019,15.716,68,15.784,,15.929.757,318.061,16.247.818,,,,,,,,,,,,
12/09/2019,15.696,88,15.784,,15.945.453,318.149,16.263.602,,,,,,,,,,,,
13/09/2019,11.415,62,11.477,,15.956.868,318.211,16.275.079,,,,,,,,,,,,
14/09/2019,6.296,61,6.357,,15.963.164,318.272,16.281.436,,,,,,,,,,,,
15/09/2019,7.602,111,7.713,,15.970.766,318.383,16.289.149,,,,,,,,,,,,
16/09/2019,14.474,138,14.612,,15.985.240,318.521,16.303.761,,,,,,,,,,,,
17/09/2019,15.318,105,15.423,,16.000.558,318.626,16.319.184,,,,,,,,,,,,
18/09/2019,16.313,98,16.411,,16.016.871,318.724,16.335.595,,,,,,,,,,,,
19/09/2019,16.599,139,16.738,,16.033.470,318.863,16.352.333,,,,,,,,,,,,
20/09/2019,14.775,111,14.886,,16.048.245,318.974,16.367.219,,,,,,,,,,,,
21/09/2019,9.034,139,9.173,,16.057.279,319.113,16.376.392,,,,,,,,,,,,
22/09/2019,10.081,223,10.304,,16.067.360,319.336,16.386.696,,,,,,,,,,,,
23/09/2019,14.454,104,14.558,,16.081.814,319.440,16.401.254,,,,,,,,,,,,
24/09/2019,15.597,139,15.736,,16.097.411,319.579,16.416.990,,,,,,,,,,,,
25/09/2019,16.045,109,16.154,,16.113.456,319.688,16.433.144,,,,,,,,,,,,
26/09/2019,16.561,157,16.718,,16.130.017,319.845,16.449.862,,,,,,,,,,,,
27/09/2019,16.736,158,16.894,,16.146.753,320.003,16.466.756,,,,,,,,,,,,
28/09/2019,11.493,331,11.824,,16.158.246,320.334,16.478.580,,,,,,,,,,,,
29/09/2019,10.889,325,11.214,,16.169.135,320.659,16.489.794,,,,,,,,,,,,
30/09/2019,15.086,161,15.247,,16.184.221,320.820,16.505.041,,403.534,,,,,,,,,,
01/10/2019,16.414,159,16.573,,16.200.635,320.979,16.521.614,,,,,,,,,,,,
02/10/2019,16.303,110,16.413,,16.216.938,321.089,16.538.027,,,,,,,,,,,,
03/10/2019,16.988,107,17.095,,16.233.926,321.196,16.555.122,,,,,,,,,,,,
04/10/2019,16.434,197,16.631,,16.250.360,321.393,16.571.753,,,,,,,,,,,,
05/10/2019,11.905,263,12.168,,16.262.265,321.656,16.583.921,,,,,,,,,,,,
06/10/2019,11.403,346,11.749,,16.273.668,322.002,16.595.670,,,,,,,,,,,,
07/10/2019,15.080,163,15.243,,16.288.748,322.165,16.610.913,,,,,,,,,,,,
08/10/2019,16.590,107,16.697,,16.305.338,322.272,16.627.610,,,,,,,,,,,,
09/10/2019,16.803,95,16.898,,16.322.141,322.367,16.644.508,,,,,,,,,,,,
10/10/2019,17.054,92,17.146,,16.339.195,322.459,16.661.654,,,,,,,,,,,,
11/10/2019,16.651,174,16.825,,16.355.846,322.633,16.678.479,,,,,,,,,,,,
12/10/2019,10.330,330,10.660,,16.366.176,322.963,16.689.139,,,,,,,,,,,,
13/10/2019,10.399,288,10.687,,16.376.575,323.251,16.699.826,,,,,,,,,,,,
14/10/2019,10.791,76,10.867,,16.387.366,323.327,16.710.693,,,,,,,,,,,,
15/10/2019,14.335,122,14.457,,16.401.701,323.449,16.725.150,,,,,,,,,,,,
16/10/2019,14.963,81,15.044,,16.416.664,323.530,16.740.194,,,,,,,,,,,,
17/10/2019,12.624,67,12.691,,16.429.288,323.597,16.752.885,,,,,,,,,,,,
18/10/2019,13.985,69,14.054,,16.443.273,323.666,16.766.939,,,,,,,,,,,,
19/10/2019,9.535,162,9.697,,16.452.808,323.828,16.776.636,,,,,,,,,,,,
20/10/2019,7.296,94,7.390,,16.460.104,323.922,16.784.026,,,,,,,,,,,,
21/10/2019,13.179,94,13.273,,16.473.283,324.016,16.797.299,,,,,,,,,,,,
22/10/2019,9.351,47,9.398,,16.482.634,324.063,16.806.697,,,,,,,,,,,,
23/10/2019,9.504,26,9.530,,16.492.138,324.089,16.816.227,,,,,,,,,,,,
24/10/2019,14.197,103,14.300,,16.506.335,324.192,16.830.527,,,,,,,,,,,,
25/10/2019,14.558,184,14.742,,16.520.893,324.376,16.845.269,,,,,,,,,,,,
26/10/2019,10.766,267,11.033,,16.531.659,324.643,16.856.302,,,,,,,,,,,,
27/10/2019,9.611,195,9.806,,16.541.270,324.838,16.866.108,,,,,,,,,,,,
28/10/2019,13.690,101,13.791,,16.554.960,324.939,16.879.899,,,,,,,,,,,,
29/10/2019,14.629,83,14.712,,16.569.589,325.022,16.894.611,,,,,,,,,,,,
30/10/2019,14.473,89,14.562,,16.584.062,325.111,16.909.173,,,,,,,,,,,,
31/10/2019,14.167,131,14.298,,16.598.229,325.242,16.923.471,,418.430,,,,,,,,,,
01/11/2019,8.313,259,8.572,,16.606.542,325.501,16.932.043,,,,,,,,,,,,
02/11/2019,8.203,299,8.502,,16.614.745,325.800,16.940.545,,,,,,,,,,,,
03/11/2019,7.676,153,7.829,,16.622.421,325.953,16.948.374,,,,,,,,,,,,
04/11/2019,10.816,60,10.876,,16.633.237,326.013,16.959.250,,,,,,,,,,,,
05/11/2019,11.343,49,11.392,,16.644.580,326.062,16.970.642,,,,,,,,,,,,
06/11/2019,13.590,53,13.643,,16.658.170,326.115,16.984.285,,,,,,,,,,,,
07/11/2019,12.483,62,12.545,,16.670.653,326.177,16.996.830,,,,,,,,,,,,
08/11/2019,12.799,85,12.884,,16.683.452,326.262,17.009.714,,,,,,,,,,,,
09/11/2019,7.016,124,7.140,,16.690.468,326.386,17.016.854,,,,,,,,,,,,
10/11/2019,7.631,161,7.792,,16.698.099,326.547,17.024.646,,,,,,,,,,,,
11/11/2019,11.699,68,11.767,,16.709.798,326.615,17.036.413,,,,,,,,,,,,
12/11/2019,12.291,41,12.332,,16.722.089,326.656,17.048.745,,,,,,,,,,,,
13/11/2019,12.586,59,12.645,,16.734.675,326.715,17.061.390,,,,,,,,,,,,
14/11/2019,10.621,71,10.692,,16.745.296,326.786,17.072.082,,,,,,,,,,,,
15/11/2019,12.017,32,12.049,,16.757.313,326.818,17.084.131,,,,,,,,,,,,
16/11/2019,8.483,121,8.604,,16.765.796,326.939,17.092.735,,,,,,,,,,,,
17/11/2019,5.688,77,5.765,,16.771.484,327.016,17.098.500,,,,,,,,,,,,
18/11/2019,11.264,39,11.303,,16.782.748,327.055,17.109.803,,,,,,,,,,,,
19/11/2019,11.778,31,11.809,,16.794.526,327.086,17.121.612,,,,,,,,,,,,
20/11/2019,8.186,10,8.196,,16.802.712,327.096,17.129.808,,,,,,,,,,,,
21/11/2019,9.639,21,9.660,,16.812.351,327.117,17.139.468,,,,,,,,,,,,
22/11/2019,6.469,10,6.479,,16.818.820,327.127,17.145.947,,,,,,,,,,,,
23/11/2019,8.035,102,8.137,,16.826.855,327.229,17.154.084,,,,,,,,,,,,
24/11/2019,7.469,135,7.604,,16.834.324,327.364,17.161.688,,,,,,,,,,,,
25/11/2019,11.711,68,11.779,,16.846.035,327.432,17.173.467,,,,,,,,,,,,
26/11/2019,9.535,38,9.573,,16.855.570,327.470,17.183.040,,,,,,,,,,,,
27/11/2019,12.437,58,12.495,,16.868.007,327.528,17.195.535,,,,,,,,,,,,
28/11/2019,12.336,47,12.383,,16.880.343,327.575,17.207.918,,,,,,,,,,,,
29/11/2019,11.597,38,11.635,,16.891.940,327.613,17.219.553,,,,,,,,,,,,
30/11/2019,8.064,88,8.152,,16.900.004,327.701,17.227.705,,304.234,,,,,,,,,,
01/12/2019,3.259,20,3.279,,16.903.263,327.721,17.230.984,,,,,,,,,,,,
02/12/2019,10.630,73,10.703,,16.913.893,327.794,17.241.687,,,,,,,,,,,,
03/12/2019,11.678,40,11.718,,16.925.571,327.834,17.253.405,,,,,,,,,,,,
04/12/2019,8.406,19,8.425,,16.933.977,327.853,17.261.830,,,,,,,,,,,,
05/12/2019,11.623,37,11.660,,16.945.600,327.890,17.273.490,,,,,,,,,,,,
06/12/2019,7.037,108,7.145,,16.952.637,327.998,17.280.635,,,,,,,,,,,,
07/12/2019,6.646,181,6.827,,16.959.283,328.179,17.287.462,,,,,,,,,,,,
08/12/2019,4.527,53,4.580,,16.963.810,328.232,17.292.042,,,,,,,,,,,,
09/12/2019,5.813,64,5.877,,16.969.623,328.296,17.297.919,,,,,,,,,,,,
10/12/2019,10.547,29,10.576,,16.980.170,328.325,17.308.495,,,,,,,,,,,,
11/12/2019,10.406,12,10.418,,16.990.576,328.337,17.318.913,,,,,,,,,,,,
12/12/2019,7.730,6,7.736,,16.998.306,328.343,17.326.649,,,,,,,,,,,,
13/12/2019,10.828,6,10.834,,17.009.134,328.349,17.337.483,,,,,,,,,,,,
14/12/2019,7.969,3,7.972,,17.017.103,328.352,17.345.455,,,,,,,,,,,,
